Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),Vibration (g),App message,
0,,,,,-0.2734375,0.001953125,-0.833984375,,,25.16884055151463,0.008493590664921058,2672,0,0.21377382915523124,,4557.473617717286,,,0.76953125,,
0,,,,,0.1484375,-0.125,-0.99609375,,-0.744785983134154,25.16862598238938,0.007932586242283435,2673,0,0.19965229620507938,,4881.727327120514,,3.730415313476399,0.763671875,,
0.027015000000596045,,,,,0,-0.0390625,-0.974609375,,,25.168606494646337,0.008315340562175422,2674,0,0.20928553447836445,,4659.107124789309,,,0.7578125,,
0.050980000000447036,,,,,0.09375,0.12109375,-1.09375,,,25.16842266887097,0.011415996528057804,2673,0,0.28732262580452234,,3392.4756067621856,,,0.751953125,,
0.07746500000171364,,,,,-0.173828125,0.08984375,-0.888671875,,,25.16843530674828,0.007043344583850697,2674,0,0.17726996250178215,,5499.453467420405,,,0.751953125,,
0.10092000000178813,,,,,-0.0625,0.025390625,-0.775390625,-0.02590685002802644,,25.16854005835063,0.005296590348702779,2673,0,0.13330744636399922,9.83219149164475,7375.575603479578,0.07574974345923409,5.586979598277637,0.755859375,,
0.1285650000013411,,,,,0.111328125,0.1171875,-1.140625,,,25.16838340576215,0.0041658639651132034,2674,0,0.10484806149021766,,9379.379537342144,,,0.76171875,,
0.1498250000011176,,,,,0.166015625,-0.138671875,-0.998046875,,-0.749826055367654,25.168502287583813,0.0022419908320845394,2673,0,0.05642755138606167,,17424.963261761586,,13.288296885993724,0.763671875,,
0.178,,,,,-0.15625,0.26171875,-0.958984375,,,25.168259217849307,0.0026388235441814345,2673,0,0.06641459499012217,,14806.481708981994,,,0.763671875,,
0.19906000000052154,,,,,0.13671875,-0.013671875,-1.037109375,,,25.16822724348727,0.0023801429162997323,2673,0,0.05990397778940816,,16410.036145025835,,,0.75390625,,
0.22984999999962746,,,,,-0.01171875,0.015625,-0.99609375,,,25.168382034621395,0.0016712568755608004,2674,0,0.04206283152210193,,23380.864544891585,,,0.75390625,,
0.2510800000000745,,,,,-0.197265625,0.08984375,-0.931640625,-0.026319271297039266,,25.168379867489286,-0.0012644855465815397,2672,0,0.03182505257331401,9.986540252606611,31379.493339723627,0.07508366625488143,23.560874051670833,0.759765625,,
0.27848000000044704,,,,,-0.0234375,-0.025390625,-1.044921875,,,25.16847814796194,-0.00006338797462035473,2673,0,0,,0,,,0.755859375,,
0.2998350000008941,,,,,-0.0234375,-0.05078125,-0.7734375,,-0.7519209763363065,25.168669148214423,0.0013507424810814683,2674,0,0.033996390610777756,,29392.689717704303,,22.117670812322284,0.755859375,,
0.3276200000010431,,,,,-0.296875,0.16015625,-1.068359375,,,25.168323233007808,-0.001490346161244105,2674,0,0.037509513915264005,,26641.293955236393,,,0.7578125,,
0.35037000000104307,,,,,0.041015625,-0.0546875,-1.0234375,,,25.168226667857795,0.000982398729950873,2674,0,0.02472523391361919,,40414.18047303683,,,0.751953125,,
0.38054499999992547,,,,,-0.01171875,-0.044921875,-0.84375,,,25.168767342885396,-0.0008236266932097891,2673,0,0.02072966861878723,,48188.292414396965,,,0.74609375,,
0.4053250000011176,,,,,-0.134765625,0.07421875,-0.921875,-0.025785574432448825,,25.168651576080606,-0.001599799898034604,2673,0,0.04026480622508223,9.786007997202052,24304.122916916054,0.0768363337278378,18.674396994065525,0.73828125,,
0.4288200000021607,,,,,-0.111328125,-0.025390625,-0.884765625,,,25.16862333618307,-0.0034145847278956865,2672,0,0.0859403968658897,,11381.661320147794,,,0.740234375,,
0.4499550000000745,,,,,0.162109375,-0.125,-1.09375,,-0.7527906852910566,25.16885662204726,-0.001698222126536919,2673,0,0.042742309215195916,,22898.56799148514,,17.61230731594215,0.74609375,,
0.47775,,,,,0.09375,-0.0390625,-0.998046875,,,25.168719995950983,0.0017915904188203768,2673,0,0.04509203759871862,,21704.344117802095,,,0.74609375,,
0.5046200000010431,,,,,0.041015625,0.109375,-0.9609375,,,25.168980212485913,0.0015351160029926092,2672,0,0.03863730430319145,,25321.515896531233,,,0.744140625,,
