Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),Vibration (g),App message,
0,,,,,-0.228515625,0.076171875,-0.86328125,,,24.519976756760688,-0.00006644380252751603,3816,0,0,,0,,,3.330078125,,
0,,,,,1.53125,0.404296875,-0.830078125,,,24.520326200723073,-0.00036844399154745133,3815,0,0,,0,,,3.34375,,
0.022399999999441207,,,,,0.05078125,-0.34765625,-1.3046875,,,24.520152848810795,-0.001691347280351252,3815,0,0.04147209383463314,,38662.98059495846,,,3.359375,,
0.048985000000335274,,,,,0.1875,-0.0859375,-0.640625,,-1.456373017062505,24.520131018718015,-0.001299709576947805,3815,0,0.031869049113042745,,50315.94523813576,,45.6986655578145,3.33203125,,
0.06974500000011176,,,,,0.76171875,0.044921875,-0.93359375,-0.0290867449360351,,24.520166238383318,-0.000017308241435642913,3815,0,0,15.75531236212936,0,0.09243694974675028,0,3.34765625,,
0.09775,,,,,-0.203125,-0.03125,-1.47265625,,,24.520139876914484,0.0017874707639045084,3816,0,0.04382903315683373,,35956.886244761525,,,3.388671875,,
0.12122499999962746,,,,,0.291015625,-0.033203125,-0.748046875,,,24.520320206617992,0.0031594387150022385,3815,0,0.07747044896504057,,20335.8332454074,,,3.365234375,,
0.1492399999992922,,,,,-0.798828125,0.14453125,-1.2421875,,,24.520028197372536,0.0035367807884014724,3813,0,0.08672196465952957,,18158.95660175439,,,3.35546875,,
0.17093499999959022,,,,,0.09375,-0.08203125,-0.88671875,,,24.520228840605395,0.007500560540012913,3811,0,0.1839154608739314,,8556.444006204376,,,3.408203125,,
0.2005550000006333,,,,,0.1875,0.123046875,-1.142578125,,-1.4121459910275962,24.520111469681236,0.0063895833367411115,3809,0,0.15667329566170984,,10040.13561419303,,9.013316437006038,3.384765625,,
0.22202999999932946,,,,,0.166015625,-0.134765625,-0.84765625,-0.02818585661090822,,24.52048499001046,0.006163180665621937,3810,0,0.15112417900210537,15.247025272982338,10089.070705733942,0.09261780352197048,9.344275683429341,3.376953125,,
0.2487400000002235,,,,,1.375,0,-1.16015625,,,24.52087442043115,0.004928043227318213,3809,0,0.12083992911552613,,12615.80187163992,,,3.4140625,,
0.2697900000000373,,,,,-0.28125,0.09765625,-1.072265625,,,24.520821430739492,0.004719699700043378,3808,0,0.11573091355147842,,13166.708950521604,,,3.40625,,
0.29782499999925494,,,,,1.28125,0.716796875,-0.451171875,,,24.520597405748312,0.003667011976048684,3806,0,0.08991732434674736,,16939.58812554239,,,3.380859375,,
0.3196800000006333,,,,,-0.322265625,-0.234375,-1.203125,,,24.52056732295568,0.0027358068405654024,3804,0,0.06708353581668663,,22692.840301995766,,,3.419921875,,
0.34775499999988824,,,,,0.09375,0.11328125,-0.69140625,,-1.3941000588354888,24.520315214339085,0.00213324014534777,3802,0,0.05230772079180985,,29089.805244171617,,26.651898376229227,3.427734375,,
0.371839999999851,,,,,0.603515625,0.3125,-0.865234375,-0.02707898612421245,,24.520431117569903,0.0005993243548410021,3804,0,0.014695691559960814,14.627016285318318,99532.68429483369,0.09530994097783287,94.8645426550587,3.404296875,,
0.3979900000002235,,,,,-0.923828125,-0.369140625,-1.212890625,,,24.52057654641273,0.0009087910698717394,3805,0,0.022284080993486305,,65643.50032500157,,,3.427734375,,
0.4199349999995902,,,,,0.8984375,-0.046875,-0.9296875,,,24.52033133579545,-0.00009257603737999887,3804,0,0,,0,,,3.451171875,,
0.44743499999959024,,,,,-0.109375,0.232421875,-1.12109375,,,24.52051669869858,-0.0019125885847515178,3804,0,0.046897660330139875,,31186.867643243215,,,3.42578125,,
0.4699749999996275,,,,,0.96875,-0.140625,-1.212890625,,,24.520765598106102,-0.0003542379890717484,3803,0,0,,0,,,3.431640625,,
0.4980699999993667,,,,,-0.8359375,-0.263671875,-0.921875,,-1.4004033189379592,24.52080369610116,0.0004601052357902091,3803,0,0.011282150166360055,,129584.18256776083,,124.12556988591913,3.458984375,,
0.5199799999995157,,,,,-0.42578125,0.333984375,-0.75390625,-0.02578324156213032,,24.521009345289986,-0.0008366742183731901,3802,0,0.02051609632769219,13.917935566525124,67839.10225523259,0.10061860914963242,68.25876114881196,3.4375,,
0.5488999999994412,,,,,1.640625,-0.14453125,-0.671875,,,24.521245899117375,0.0028797674326384026,3802,0,0.0706154853479962,,19708.58739513068,,,3.447265625,,
0.5709850000003353,,,,,-0.39453125,-0.43359375,-1.330078125,,,24.521175169553683,0.003613792324838272,3803,0,0.0886144346237479,,15708.80471413187,,,3.466796875,,
0.5981650000000373,,,,,0.484375,0.064453125,-0.3671875,,,24.521304527352175,0.0036552592035263842,3803,0,0.08963172405607724,,15533.93527637123,,,3.4453125,,
0.6199450000002981,,,,,-0.072265625,0.275390625,-1.076171875,,,24.52108722362,0.005035680969779577,3804,0,0.12348037229028835,,11276.095757072198,,,3.44921875,,
0.6473649999992922,,,,,0.453125,0.3125,-1.40234375,,-1.4030057529739344,24.520825655005403,0.007183454069890516,3804,0,0.17614422484852435,,7905.722663697967,,7.9650965234906375,3.46484375,,
0.6700250000003726,,,,,0.05078125,-0.228515625,-0.578125,-0.025245170411007174,,24.520822711291764,0.00737145006481299,3803,0,0.18075402016441952,13.630367266011113,7540.837682953057,0.10293235138810167,7.761961541423624,3.43359375,,
0.6989150000000373,,,,,-0.125,0.029296875,-1.25390625,,,24.521044819360007,0.006374164212648026,3805,0,0.15630116634430283,,8725.69351660548,,,3.427734375,,
0.7202450000001117,,,,,0.478515625,0.07421875,-1.0625,,,24.520800307956986,0.005027474921469377,3807,0,0.12327770860261232,,11067.826561137454,,,3.44140625,,
0.747605000000447,,,,,-0.94921875,-0.126953125,-0.953125,,,24.52139365004235,0.004243553459218674,3807,0,0.10405784484850004,,13111.723720679234,,,3.435546875,,
0.7703950000004843,,,,,1.048828125,-0.267578125,-0.9609375,,,24.5215813815046,0.0030873937595394807,3808,0,0.07570777733129681,,18028.67877181549,,,3.431640625,,
0.7978650000002235,,,,,0.375,0.3046875,-1.251953125,,-1.4040942879085991,24.52156907358131,0.004369504540184366,3808,0,0.10714710739945807,,12739.160881528089,,13.104360182808824,3.455078125,,
0.8200349999992177,,,,,-0.375,-0.16015625,-0.765625,-0.025021963581634877,,24.521554092443672,0.0031032138177966573,3807,0,0.07609562549351938,13.52508558446145,17773.801709026367,0.1038140778585327,18.451708344629846,3.439453125,,
0.8490400000000372,,,,,0.349609375,-0.056640625,-0.744140625,,,24.521671086996484,0.0032083881412976467,3809,0,0.07867503872032089,,17200.92968407082,,,3.427734375,,
0.8698999999994412,,,,,0.14453125,-0.095703125,-1.1484375,,,24.521359553883393,0.0036326566258235715,3810,0,0.08907767925761664,,15194.474612040889,,,3.44921875,,
0.8951650000000373,,,,,-0.0625,-0.337890625,-0.37890625,,,24.521160650366824,0.0033793791653824456,3809,0,0.0828662994128455,,16331.187101804013,,,3.439453125,,
0.9198699999991804,,,,,-0.875,0.169921875,-1.27734375,,,24.521051925315938,0.002914050277340152,3812,0,0.07145557816363918,,18952.176722798948,,,3.423828125,,
0.947605000000447,,,,,1.3359375,0.0703125,-1.31640625,,-1.418975833349662,24.521283018401807,0.0013830602996627306,3813,0,0.03391441303954543,,39944.858126083076,,41.83990540231627,3.4296875,,
0.9705499999998137,,,,,-0.42578125,-0.03515625,-0.54296875,-0.026122171077282916,,24.520964795820266,0.000476584390936452,3812,0,0.011686309072390183,14.139237013047993,120989.75754845508,0.10035731291866742,121.42206958244012,3.443359375,,
0.9962450000001117,,,,,-0.5,0.060546875,-0.935546875,,,24.52059909957083,-0.0015550273465354536,3814,0,0.038130202153265264,,37097.372374023944,,,3.421875,,
1.0244949999991804,,,,,0.83203125,-0.1015625,-1.29296875,,,24.520779658726347,-0.00236932481650598,3811,0,0.05809769176549537,,24329.887197645807,,,3.439453125,,
1.0485949999997393,,,,,-0.76171875,0.248046875,-0.984375,,,24.520445038852294,-0.0026414196511836963,3812,0,0.06476878538139422,,21830.86601908946,,,3.470703125,,
1.0699700000006707,,,,,0.26171875,0.154296875,-0.69921875,,,24.520829731063785,-0.004585663148953145,3813,0,0.11244426527949386,,12578.213119186723,,,3.439453125,,
1.096019999999553,,,,,-0.46875,0.169921875,-1.052734375,,-1.425130875208002,24.520855586849812,-0.005025430622630722,3812,0,0.12322785855926068,,11472.807180840742,,11.565005607256024,3.4375,,
1.1200049999998882,,,,,-0.197265625,0.037109375,-0.896484375,-0.028871444849431705,,24.520673777558635,-0.005995078008172783,3812,0,0.1470033521094208,15.627306014201313,10630.578003805824,0.09119491701979308,9.694546789295096,3.46875,,
1.1454000000003726,,,,,0.3125,-0.025390625,-1.033203125,,,24.520705773670443,-0.0034638213658979566,3812,0,0.08493534456573706,,18397.353992873646,,,3.447265625,,
1.1700049999998883,,,,,-0.416015625,0.046875,-0.94140625,,,24.52066874309625,-0.003021483682722703,3812,0,0.07408880049671394,,21092.87151353527,,,3.431640625,,
1.1970099999997765,,,,,1.0234375,0.359375,-1.291015625,,,24.52089764860414,0.0006681136621402572,3813,0,0.016382746726975334,,95395.72324840126,,,3.46875,,
1.2201849999995902,,,,,-0.44921875,0.09765625,-0.904296875,,,24.520998868064503,0.001997620104592812,3811,0,0.04898364032354324,,31895.040442802063,,,3.447265625,,
1.2450250000003726,,,,,0.798828125,-0.177734375,-0.783203125,,-1.3909310979711909,24.52099929330676,-0.0006658449406451439,3810,0,0.016327183319011455,,95661.86711286202,,85.19112395532325,3.419921875,,
1.2699749999996275,,,,,-0.26171875,0.228515625,-0.87890625,-0.030474705846425303,,24.52072581818757,0.0018918069778663948,3811,0,0.04638848020519591,16.488807110956675,35545.04704189422,0.0843560779510198,29.984407590386944,3.439453125,,
1.2955,,,,,-0.5625,0.087890625,-1.021484375,,,24.520618886914626,-0.0010090613491939848,3809,0,0.02474280877710158,,66600.32193108977,,,3.42578125,,
1.3199150000000373,,,,,0.447265625,-0.189453125,-0.89453125,,,24.520846894578796,0.0005198443702330025,3810,0,0.012747024211492188,,129318.7661497224,,,3.3828125,,
1.3531349999997764,,,,,-1.125,0.24609375,-1.154296875,,,24.520536041117627,-0.0005468873719625122,3810,0,0.013409971514638883,,122948.23328685206,,,3.40625,,
1.3737350000003352,,,,,0.6328125,-0.107421875,-1.001953125,,,24.520546496025286,0.00019875669691415965,3810,0,0,,0,,,3.3984375,,
