Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),Vibration (g),App message,
0,1000,,,,-0.296875,0.255859375,-1.224609375,,,23.24717149853689,0.005021343370069431,2331,0,0.11673203047704525,,6184.605368280813,,,0.828125,,
0,1000,,,,-0.1875,0.14453125,-0.69140625,,,23.247105807082715,0.003987859889670986,2356,0,0.09270620079900262,,7870.744643384973,,,0.845703125,,
0.023589999999850987,1000,,,,0,0.263671875,-1.0390625,,,23.247849636717966,0.006666985586145202,2379,0,0.15499307843686966,,4753.488957237731,,,0.857421875,,
0.050634999999776484,1000,,,,-0.390625,0.45703125,-1.091796875,-0.02218207830145582,-1.0117121383305945,23.248184832291383,0.005598157482801014,2400,0,0.13014699988043305,7.559956113154397,5808.782469130891,0.13382513379544697,7.773610911200884,0.8671875,,
0.07715500000026076,1000,,,,0.072265625,-0.15234375,-0.873046875,,,23.248333277989957,0.004896620841096322,2420,0,0.11383827324975879,,6696.413009152067,,,0.880859375,,
0.1127399999992922,1000,,,,-0.166015625,0.083984375,-1.083984375,,,23.248265047706965,0.00485499739575701,2441,0,0.11287026626248604,,6812.157659118448,,,0.892578125,,
0.1346800000006333,1000,,,,-0.09765625,0.134765625,-0.98828125,,,23.248628676929687,0.0051579754137325295,2464,0,0.11991585511860035,,6470.92960943204,,,0.8984375,,
0.15741999999992548,1000,,,,-0.03125,-0.166015625,-0.94921875,,,23.248877448510388,0.005636842869666481,2484,0,0.13105026907338563,,5969.958257665233,,,0.904296875,,
0.17854999999981375,1000,,,,0.236328125,-0.310546875,-1.1171875,,,23.249141666771894,0.0032902312307374615,2499,0,0.07649505199985249,,10290.861938598373,,,0.90625,,
0.20011999999918043,1000,,,,-0.234375,0.068359375,-0.892578125,-0.025571776715554027,-1.0062999079135433,23.249430237807438,0.0019418460832874018,2514,0,0.04514681504595006,9.129335829613673,20221.43936470803,0.11022706653525823,22.28949942292362,0.916015625,,
