Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (lbf·ft),Thrust (lbf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (lbf/W),Overall Efficiency (lbf/W),Vibration (g),App message,
0,,,,,1.2109375,-0.005859375,-1.328125,,,23.35189112442696,0.00515306649800884,3456,0,0.12033384781843455,,11268.94312605638,,,1.83203125,,
0,,,,,1.15625,-0.087890625,-1.37109375,,,23.351731331971532,0.0017804455024545973,3452,0,0.04157648502453682,,32583.110226136385,,,1.833984375,,
0.022325000000186265,,,,,-0.125,-0.0625,-1.5078125,-0.03126874471432592,,23.351701043482528,0.0033436029838931347,3452,0,0.0780788172879686,15.324908773759379,19627.48579712521,0.07226745951057327,14.184285351380982,1.833984375,,
0.044589999999850985,,,,,-0.25,0.16796875,-0.9921875,,,23.351675228140287,0.002882301342797433,3452,0,0.0673065648666383,,22766.6143763159,,,1.833984375,,
0.06976499999966472,,,,,-1,-0.029296875,0.025390625,,,23.351972776285564,0.007350489771134505,3451,0,0.17164843702789848,,8926.765570467047,,,1.837890625,,
0.09582999999914318,,,,,-0.69921875,0.361328125,-0.572265625,,-1.1120397177470605,23.351976820567227,0.008177072805439778,3451,0,0.19095081461272032,,8022.516749655168,,5.823697165170309,1.83984375,,
0.12018999999947846,,,,,0.53125,0.263671875,-1.09375,,,23.351980771477077,0.009067198954877398,3452,0,0.21173705564545406,,7237.01406120827,,,1.837890625,,
0.14533499999903143,,,,,1.671875,-0.142578125,-1.826171875,,,23.3515948113502,0.005791452336595171,3453,0,0.13523964833341778,,11335.681659402546,,,1.83984375,,
0.1709799999995157,,,,,-0.361328125,0.166015625,-1.400390625,-0.031712361827974433,,23.351523169082476,0.00573582278086171,3454,0,0.1339401985610433,15.550685187252947,11610.170325502178,0.07151065720619246,8.302509102524944,1.84375,,
0.193839999999851,,,,,-0.14453125,-0.099609375,-0.953125,,,23.351705754460767,0.0018280991294279403,3454,0,0.04268923296038715,,36431.93178432106,,,1.84765625,,
0.21973499999940396,,,,,-0.57421875,0.01953125,-0.755859375,,,23.351675152005214,0.0016479941355243,3455,0,0.03848342370517311,,40420.05718862997,,,1.83984375,,
0.24403500000014902,,,,,-0.224609375,-0.224609375,-0.447265625,,-1.1309910676043284,23.351834523556875,0.003828186672063083,3455,0,0.089395181691303,,17400.38003188458,,12.651588667382946,1.830078125,,
0.27085499999951573,,,,,-0.171875,0.533203125,-0.337890625,,,23.35205334108595,0.0045867046840655235,3453,0,0.10710897244210688,,14516.671681407814,,,1.82421875,,
0.29436500000022353,,,,,0.822265625,0.083984375,-1.2421875,,,23.351786135322648,0.0058714355840727706,3452,0,0.13710850806659056,,11335.934396218026,,,1.822265625,,
